一个人|在家|	:yigeren|zaijia|
美国|硅谷|	:meiguo|guigu|
美国|福克斯|电视台|	:meiguo|fukesi|dianshitai|
美国|福特|汽车|公司|	:meiguo|fute|qiche|gongsi|
美国|科技|	:meiguo|keji|
美国|空军|	:meiguo|kongjun|
美国|红十字会|	:meiguo|hongshizihui|
美国|纳斯达克|市场|	:meiguo|nasidake|shichang|
美国|纽约|	:meiguo|niuyue|
美国|纽约大学|	:meiguo|niuyuedaxue|
美国|纽约|证券|交易所|	:meiguo|niuyue|zhengquan|jiaoyisuo|
美国|网络公司|	:meiguo|wangluogongsi|
美国|耐克|公司|	:meiguo|naike|gongsi|
美国|耶鲁大学|	:meiguo|yeludaxue|
美国|联合|技术|公司|	:meiguo|lianhe|jishu|gongsi|
美国|联合|航空公司|	:meiguo|lianhe|hangkonggongsi|
美国|联邦|	:meiguo|lianbang|
美国|联邦|地方|法院|	:meiguo|lianbang|difang|fayuan|
美国|股票|交易所|	:meiguo|gupiao|jiaoyisuo|
美国|能源|	:meiguo|nengyuan|
美国|航空公司|	:meiguo|hangkonggongsi|
美国|芝加哥|大学|	:meiguo|zhijiage|daxue|
美国|花旗银行|	:meiguo|huaqiyinhang|
美国|花旗|集团|	:meiguo|huaqi|jituan|
美国|英特尔|公司|	:meiguo|yingteer|gongsi|
美国|苹果公司|	:meiguo|pingguogongsi|
美国|著名|	:meiguo|zhuming|
美国|西北大学|	:meiguo|xibeidaxue|
美国|西北|航空公司|	:meiguo|xibei|hangkonggongsi|
美国|西部|	:meiguo|xibu|
美国|证券|交易所|	:meiguo|zhengquan|jiaoyisuo|
美国|贝尔|公司|	:meiguo|beier|gongsi|
美国|贝尔|实验室|	:meiguo|beier|shiyanshi|
美国|财政部|	:meiguo|caizhengbu|
美国|贸易|代表|办公室|	:meiguo|maoyi|daibiao|bangongshi|
美国|辉瑞|制药|公司|	:meiguo|huirui|zhiyao|gongsi|
美国|辛辛那提|大学|	:meiguo|xinxinnati|daxue|
美国|进口|	:meiguo|jinkou|
美国|迪士尼|公司|	:meiguo|dishini|gongsi|
美国|通用|	:meiguo|tongyong|
美国|通用|汽车|公司|	:meiguo|tongyong|qiche|gongsi|
美国|通用|电器|公司|	:meiguo|tongyong|dianqi|gongsi|
美国|长老会|	:meiguo|zhanglaohui|
美国|雅虎|公司|	:meiguo|yahu|gongsi|
美国|集团|	:meiguo|jituan|
美国|雷声|公司|	:meiguo|leisheng|gongsi|
美国|雷曼|兄弟|公司|	:meiguo|leiman|xiongdi|gongsi|
美国|青年|	:meiguo|qingnian|
美国|高盛|公司|	:meiguo|gaosheng|gongsi|
美国|高通|公司|	:meiguo|gaotong|gongsi|
美国|麻省理工|学院|	:meiguo|mashengligong|xueyuan|
美国|黑人|	:meiguo|heiren|
美女|主持|	:mainu|zhuchi|
美女|主持|	:meinv|zhuchi|
美女|作家|	:mainu|zuojia|
美女|作家|	:meinv|zuojia|
美女写真|图片|	:meinvxiezhen|tuoian|
美女写真|图片|	:meinvxiezhen|tupain|
美女写真|图片|	:meinvxiezhen|tupian|
美女|动画|	:mainu|donghua|
美女|动画|	:meinv|donghua|
美女|图库|	:mainu|tuku|
美女|图库|	:meinv|tuku|
美女|排行榜|	:mainu|paihangbang|
美女|排行榜|	:meinv|paihangbang|
美女|明星|	:mainu|mingxing|
美女|明星|	:meinv|mingxing|
美女|贴图|	:mainu|tietu|
美女|贴图|	:meinv|tietu|
美女|走光|	:mainu|zoguang|
美女|走光|	:mainu|zouguan|
美女|走光|	:mainu|zouguang|
美女|走光|	:meinv|zoguang|
美女|走光|	:meinv|zouguan|
美女|走光|	:meinv|zouguang|
美女|走光|图片|	:mainu|zoguang|tuoian|
美女|走光|图片|	:mainu|zoguang|tupain|
美女|走光|图片|	:mainu|zoguang|tupian|
美女|走光|图片|	:mainu|zouguan|tuoian|
美女|走光|图片|	:mainu|zouguan|tupain|
美女|走光|图片|	:mainu|zouguan|tupian|
美女|走光|图片|	:mainu|zouguang|tuoian|
美女|走光|图片|	:mainu|zouguang|tupain|
美女|走光|图片|	:mainu|zouguang|tupian|
美女|走光|图片|	:meinv|zoguang|tuoian|
美女|走光|图片|	:meinv|zoguang|tupain|
美女|走光|图片|	:meinv|zoguang|tupian|
美女|走光|图片|	:meinv|zouguan|tuoian|
美女|走光|图片|	:meinv|zouguan|tupain|
美女|走光|图片|	:meinv|zouguan|tupian|
美女|走光|图片|	:meinv|zouguang|tuoian|
美女|走光|图片|	:meinv|zouguang|tupain|
美女|走光|图片|	:meinv|zouguang|tupian|
美好|回忆|	:meihao|huiyi|
美好|未来|	:meihao|weilai|
美好|生活|	:meihao|shenghuo|
美容|化妆品|	:meirong|huazhuangpin|
美容|手术|	:meirong|shoushu|
美容|护肤|	:meirong|hufu|
美容|整形|	:meirong|zhengxing|
美容美发|培训|	:meirongmeifa|peixun|
美容美发|学校|	:meirongmeifa|xuexiao|
美容|美发网|	:meirong|meifawang|
美术|专业|	:meishu|zhuanye|
美术|作品|	:meishu|zuopin|
美术|出版社|	:meishu|chubanshe|
美术|学院|	:meishu|xueyuan|
美术|教育|	:meishu|jiaoyu|
美术|设计|	:meishu|sheji|
美能达|公司|	:meinengda|gongsi|
美菱|电器|	:meiling|dianqi|
羚锐|公司|	:lingrui|gongsi|
群众|体育|	:qunzhong|tiyu|
群众|关系|	:qunzhong|guanxi|
群众|出版社|	:qunzhong|chubanshe|
群众|文化|	:qunzhong|wenhua|
群众|满意|	:qunzhong|manyi|
群众|组织|	:qunzhong|zuzhi|
群众|路线|	:qunzhong|luxian|
群众|运动|	:qunzhong|yundong|
群星|璀璨|	:qunxing|cuican|
羽毛|丰满|	:yumao|fengman|
羽毛|球赛|	:yumao|qiusai|
羽毛球|运动|	:yumaoqiu|yundong|
翰林|公园|	:hanlin|gongyuan|
翻唱|歌曲|	:fanchang|gequ|
翻译|服务|	:famyi|fuwu|
翻译|服务|	:faiyi|fuwu|
翻译|服务|	:fabyi|fuwu|
翻译|服务|	:fsnyi|fuwu|
翻译|服务|	:fanyi|fuwu|
老婆|日记|	:laopo|riji|
老年|公寓|	:laonian|gongyu|
老年|医学|	:laonian|yixue|
老年|心理学|	:laonian|xinlixue|
老挝|人民|民主|共和国|	:laowo|renmin|minzhu|gongheguo|
老挝|人民|革命|党中央|	:laowo|renmin|geming|dangzhongyang|
考古|发现|	:kaogu|faxian|
考核|内容|	:kaohe|neirong|
考核|制度|	:kaohe|zhidu|
考核|指标|	:kaohe|zhibiao|
考核|标准|	:kaohe|biaozhun|
考核|结果|	:kaohe|jieguo|
考核|评价|	:kaohe|pingjia|
考研|信息|	:kaoyan|xinxi|
考研|资料|	:kaoyan|ziliao|
考试|内容|	:kaoshi|neirong|
考试|分数|	:kaoshi|fenshu|
考试|制度|	:kaoshi|zhidu|
考试|办公室|	:kaoshi|bangongshi|
考试|大纲|	:kaoshi|dagang|
考试|成绩查询|	:kaoshi|chengjichaxun|
考试|报名|	:kaoshi|baoming|
考试|报名|时间|	:kaoshi|baoming|shjian|
考试|报名|时间|	:kaoshi|baoming|shijian|
考试|时间|	:kaoshi|shjian|
考试|时间|	:kaoshi|shijian|
考试|模拟|	:kaoshi|moni|
考试|科目|	:kaoshi|kemu|
考试|试卷|	:kaoshi|shijuan|
考试|题库|	:kaoshi|tiku|
耐克|公司|	:naike|gongsi|
耐心|等待|	:naixin|dengdai|
职业|中专|	:zhiye|zhongzhuan|
职业|中学|	:zhiye|zhongxue|
职业|介绍|	:zhiye|jieshao|
职业|发展|	:zhiye|fazhan|
职业|培训|	:zhiye|peixun|
职业|女性|	:zhiye|nuixing|
职业|女性|	:zhiye|nvxing|
职业|学校|	:zhiye|xuexiao|
职业|学院|	:zhiye|xueyuan|
职业|技术|	:zhiye|jishu|
职业|技术|学校|	:zhiye|jishu|xuexiao|
职业|技术|学院|	:zhiye|jishu|xueyuan|
职业|技术|教育|	:zhiye|jishu|jiaoyu|
职业|技能|	:zhiye|jineng|
职业|技能|培训|	:zhiye|jineng|peixun|
职业|教育|	:zhiye|jiaoyu|
职业|服装|	:zhiye|fuzhuang|
职业|经理|	:zhiye|jingli|
职业道德|建设|	:zhiyedaode|jianshe|
职业道德|教育|	:zhiyedaode|jiaoyu|
职业道德|规范|	:zhiyedaode|guifan|
职称|论文|	:zhicheng|lunwen|
联众|公司|	:lianzong|gongsi|
联众|公司|	:lianzhong|gongsi|
联合|共和国|	:lianhe|gongheguo|
联合|发布|	:lianhe|fabu|
联合国|人口|基金|	:lianheguo|renkou|jijn|
联合国|人口|基金|	:lianheguo|renkou|jijin|
联合国|工业|发展|组织|	:lianheguo|gongye|fazhan|zuzhi|
联合国|改革|	:lianheguo|gaige|
联合国|维和部队|	:lianheguo|weihebudui|
联合|开发|	:lianhe|kaifa|
联合|收割机|	:lianhe|shougeji|
联合|航空公司|	:lianhe|hangkonggongsi|
联想|公司|	:lianxiang|gongsi|
联想|打印机|	:lianxiang|dayinji|
联想|电脑公司|	:lianxiang|diannaogongsi|
联想|科技|公司|	:lianxiang|keji|gongsi|
联想|笔记本电脑|	:lianxiang|bijibendiannao|
联想|集团|	:lianxiang|jituan|
联盟|论坛|	:lianmeng|luntan|
联通|下载|	:laintong|xiaz|
联通|下载|	:laintong|xiazai|
联通|下载|	:laintong|xiazhai|
联通|下载|	:liantong|xiaz|
联通|下载|	:liantong|xiazai|
联通|下载|	:liantong|xiazhai|
联通|彩铃下载|	:laintong|cailingxiazai|
联通|彩铃下载|	:liantong|cailingxiazai|
联通彩铃|业务|	:liantongcailing|yewu|
联通|手机铃声|	:laintong|shoujilingsheng|
联通|手机铃声|	:liantong|shoujilingsheng|
联通|用户|	:laintong|yonghu|
联通|用户|	:liantong|yonghu|
联通|铃声下载|	:laintong|lingshengxiazai|
联通|铃声下载|	:liantong|lingshengxiazai|
联邦|德国队|	:lianbang|deguodui|
联邦|最高|法院|	:lianbang|zuigao|fayuan|
聚丙烯|纤维|	:jubingxi|xianwei|
聚会|活动|	:juhui|huodong|
聚龙|公司|	:julong|gongsi|
聪明|伶俐|	:congming|lingli|
聪明|智慧|	:congming|zhihui|
聪明|智能|	:congming|zhineng|
肝胆|过人|	:gandan|guoren|
股市|信息|	:gushi|xinxi|
股票|上市|	:gupiao|shangshi|
股票|买卖|	:gupiao|maimai|
股票|交易所|	:gupiao|jiaoyisuo|
股票|代码|	:gupiao|daima|
股票|价格|	:gupiao|jiage|
股票|分析|	:gupiao|fenxi|
股票|分析|软件|	:gupiao|fenxi|ruanjian|
股票|名称|	:gupiao|mingcheng|
股票|市场|	:gupiao|shichang|
股票|投资|	:gupiao|touzi|
股票|推荐|	:gupiao|tuijian|
股票|经纪人|	:gupiao|jingjiren|
股票|论坛|	:gupiao|luntan|
股票|证券|	:gupiao|zhengquan|
股票|走势|	:gupiao|zoushi|
肥皂|水|	:feizao|shui|
肯尼亚|共和国|	:kenya|gongheguo|
肯尼亚|共和国|	:kenniya|gongheguo|
肯尼亚|航空公司|	:kenya|hangkonggongsi|
肯尼亚|航空公司|	:kenniya|hangkonggongsi|
肯尼亚|非洲|民族|联盟|	:kenya|feizhou|minzu|lianmeng|
肯尼亚|非洲|民族|联盟|	:kenniya|feizhou|minzu|lianmeng|
肯尼迪|机场|	:kennidi|jichang|
肯德基|快餐店|	:kendeji|kuaicandian|
背投|彩电|	:beitou|caidian|
背投|电视|	:beitou|dianshi|
胎儿|性别|	:taier|xingbie|
胜利|集团|	:shengli|jituan|
胡椒|面|	:hujiao|mian|
胡锦涛|同志|	:hujingtao|tongzhi|
胡锦涛|同志|	:hujintao|tongzhi|
胳膊|肘子|	:gebo|zhouzi|
胶东|半岛|	:jiaodong|bandao|
胶州|法院|	:jiaozhou|fayuan|
胶粘|制品|	:jiaonian|zhipin|
能力|建设|	:nengli|jianshe|
能力|测试|	:nengli|ceshi|
能源|价格|	:nengyuan|jiage|
能源|安全|	:nengyuan|anquan|
能源|行业|	:nengyuan|hangye|
脊椎|动物|	:jizhui|dongwu|
脑袋|瓜子|	:naodai|guazi|
脱光|衣服|	:tuoguang|yifu|
脱发|白发|	:tuofa|baifa|
脱水|蔬菜|	:tuoshui|shucai|
脱衣|女郎|	:tuoyi|nvlang|
脸红|耳热|	:lianhong|erre|
腐败|分子|	:fubai|fenzi|
腐败|问题|	:fubai|wenti|
腰鼓|兄弟|	:yaogu|xiongdi|
自动|保存|	:zidong|baocun|
自动|修复|	:zidong|xiufu|
自动|关闭|	:zidong|guanbi|
自动|加载|	:zidong|jiazai|
自动化|仪表|	:zidonghua|yibiao|
自动化|工程|	:zidonghua|gongcheng|
自动化|控制|	:zidonghua|kongzhi|
自动化|控制|系统|	:zidonghua|kongzhi|xitong|
自动化|流水线|	:zidonghua|liushuixian|
自动化|系统|	:zidonghua|xitong|
自动化|设备|	:zidonghua|shebei|
自动化|设备|有限公司|	:zidonghua|shebei|youxiangongsi|
自动|升级|	:zidong|shengji|
自动|发送|	:zidong|fasong|
自动|变速器|	:zidong|biansuqi|
自动|变速箱|	:zidong|biansuxiang|
自动|启动|	:zidong|qidong|
自动|备份|	:zidong|beifen|
自动|完成|	:zidong|wancheng|
自动|定时|	:zidong|dingshi|
自动|弹出|	:zidong|tanchu|
自动|打包机|	:zidong|dabaoji|
自动|控制|	:zidong|kongzhi|
自动|控制|系统|	:zidong|kongzhi|xitong|
自动|搜索|	:zidong|shousuo|
自动|搜索|	:zidong|sosuo|
自动|搜索|	:zidong|sousuo|
自动|播放|	:zidong|bofang|
自动|更新|	:zidong|gengxin|
自动|步枪|	:zidong|buqiang|
自动|消失|	:zidong|xiaoshi|
自动|记录|	:zidong|jilu|
自动|跟踪|	:zidong|genzong|
自动|运行|	:zidong|yunxing|
自学|能力|	:zixue|nengli|
自定义|头像|	:zidingyi|touxian|
自定义|头像|	:zidingyi|touxiang|
自定义|表情|	:zidingyi|biaoqing|
自定义|链接|	:zidingyi|lianjie|
自己|喜欢|	:ziji|xihuan|
自己|喜爱|	:ziji|xiai|
自己|方便|	:ziji|fangbian|
自我|保护|	:ziwo|baohu|
自我|安慰|	:ziwo|anwei|
自我|批评|	:ziwo|piping|
自我|教育|	:ziwo|jiaoyu|
自我|管理|	:ziwo|guanli|
自拍|写真|	:zipai|xiezheng|
自拍|写真|	:zipai|xiezhen|
自拍|图片|	:zipai|tuoian|
自拍|图片|	:zipai|tupain|
自拍|图片|	:zipai|tupian|
自拍|贴图|	:zipai|tietu|
自来水|龙头|	:zilaishui|longtou|
自然|保护|	:ziran|baohu|
自然|和谐|	:ziran|hexie|
自然科学|基金|	:zirankexue|jijn|
自然科学|基金|	:zirankexue|jijin|
自然|科学家|	:ziran|kexuejia|
自然|经济|	:ziran|jingji|
自然|资源|	:ziran|ziyuan|
自然|选择|	:ziran|xuanze|
自然|风光|	:ziran|fengguang|
自然|风景|	:ziran|fengjing|
自由|价格|	:ziyou|jiage|
自由|体操|	:ziyou|ticao|
自由|兑换|	:ziyou|duihuan|
自由|市场|	:ziyou|shichang|
自由|民主|	:ziyou|minzhu|
自由|民主党|	:ziyou|minzhudang|
自由|民主|联盟|	:ziyou|minzhu|lianmeng|
自由|泛滥|	:ziyou|fanlan|
自由|活动|	:ziyou|huodong|
自由|竞争|	:ziyou|jingzheng|
自由落体|运动|	:ziyouluoti|yundong|
自由|贸易|	:ziyou|maoyi|
自由|软件|	:ziyou|ruanjian|
自由|选择|	:ziyou|xuanze|
舞台|灯光|	:wutai|dengguang|
舞蹈|服装|	:wdao|fuzhuang|
舞蹈|服装|	:wudao|fuzhuang|
舟山|海关|	:zhoushan|haiguan|
舟山|警备区|	:zhoushan|jingbeiqu|
航天|技术|	:hangtian|jishu|
航天|航空|	:hangtian|hangkong|
航天|部队|	:hangtian|budui|
航班|信息|	:hangban|xinxi|
航班时刻|查询|	:hangbanshike|chaxun|
航班|时刻表|	:hangban|shikebiao|
航空|发动机|	:hangkong|fadongji|
航空|安全|	:hangkong|anquan|
航空|工业|	:hangkong|gongye|
航空|航天|	:hangkong|hangtian|
航空|航天|大学|	:hangkong|hangtian|daxue|
航空|运输|	:hangkong|yunshu|
船舶|工业|	:chuanbo|gongye|
船舶|机械|	:chuanbo|jixie|
船舶|设计|	:chuanbo|sheji|
色彩|搭配|	:secai|dapei|
色彩|缤纷|	:secai|binfen|
艺术|作品|	:yishu|zuopin|
艺术|博物馆|	:yishu|bowuguan|
艺术|学校|	:yishu|xuexiao|
艺术|学院|	:yishu|xueyuan|
艺术|玻璃|	:yishu|boli|
艺术|论文|	:yishu|lunwen|
艾默生|公司|	:aimosheng|gongsi|
节日|祝福|	:jieri|zhufu|
节目|主持人|	:jiemu|zhuchiren|
节目|内容|	:jiemu|neirong|
节目|制作|	:jiemu|zhizuo|
节约|成本|	:jieyue|chengben|
节约|水|	:jieyue|shui|
节约|能源|	:jieyue|nengyuan|
节约|资源|	:jieyue|ziyuan|
节能|产品|	:jieneng|chanpin|
节能|技术|	:jieneng|jishu|
芙蓉|出水|	:furong|chushui|
芙蓉区|教育局|	:furongqu|jiaoyuju|
芜湖市|公安局|	:wuhushi|gonganju|
芝加哥|大学|	:zhijiage|daxue|
芝加哥|期货|交易所|	:zhijiage|qihuo|jiaoyisuo|
芬兰|共和国|	:fenlan|gongheguo|
芬兰|诺基亚|公司|	:fenlan|nojiya|gongsi|
芬兰|诺基亚|公司|	:fenlan|nujiya|gongsi|
芬兰|诺基亚|公司|	:fenlan|nuojiya|gongsi|
芭蕾|舞团|	:balei|wutuan|
芭蕾舞|演员|	:baleiwu|yanyuan|
花卉|市场|	:huahui|shichang|
花卉|种子|	:huahui|zhongzi|
花卉|苗木|	:huahui|miaomu|
花园|别墅|	:huayuan|bieshu|
花园|酒店|	:huayuan|jiudian|
花城|出版社|	:huacheng|chubanshe|
花旗|集团|	:huaqi|jituan|
花椒|面|	:huajiao|mian|
花鸟|画家|	:huaniao|huajia|
苍蝇|水|	:cangying|shui|
苏丹|人民|解放军|	:sudan|renmin|jiefangjun|
苏丹|共和国|	:sudan|gongheguo|
苏州市|公安局|	:suzhoushi|gonganju|
苏州市|民政局|	:suzhoushi|minzhengju|
苏州|酒店|	:suzhou|jiudian|
苏州|高新区|	:suzhou|gaoxinqu|
苏维埃|共和国|	:suweiai|gongheguo|
苏联|外交部|	:sulian|waijiaobu|
苏联|最高|苏维埃|	:sulian|zuigao|suweiai|
苏联|红军|	:sulian|hongjun|
苏联|部长会议|	:sulian|buzhanghuiyi|
苏黎世|大学|	:sulishi|daxue|
苏黎世|机场|	:sulishi|jichang|
苗木|花卉|	:miaomu|huahui|
英国伦敦|城市|大学|	:yingguolundun|chengshi|daxue|
英国伦敦|大学|	:yingguolundun|daxue|
英国伦敦|经济|学院|	:yingguolundun|jingji|xueyuan|
英国|公司|	:yingguo|gongsi|
英国|剑桥大学|	:yingguo|jianqiaodaxue|
英国|卫生部|	:yingguo|weishengbu|
英国|商会|	:yingguo|shanghui|
英国|国防部|	:yingguo|guofangbu|
英国|外交部|	:yingguo|waijiaobu|
英国|广播|公司|	:yingguo|guangbo|gongsi|
英国|广播电台|	:yingguo|guangbodiantai|
英国|曼彻斯特|大学|	:yingguo|manchesite|daxue|
英国|最高|法院|	:yingguo|zuigao|fayuan|
英国|海关|	:yingguo|haiguan|
英国|海军|	:yingguo|haijun|
英国|渣打银行|	:yingguo|zhadayinhang|
英国|牛津|	:yingguo|niujin|
英国|牛津大学|	:yingguo|niujindaxue|
英国|电信|公司|	:yingguo|dainxin|gongsi|
英国|电信|公司|	:yingguo|dianxin|gongsi|
英国|皇家|	:yingguo|huangjia|
英国|皇家|海军|	:yingguo|huangjia|haijun|
英国|皇家|空军|	:yingguo|huangjia|kongjun|
英国|皇家|芭蕾|舞团|	:yingguo|huangjia|balei|wutuan|
英国|航空公司|	:yingguo|hangkonggongsi|
英国|著名|	:yingguo|zhuming|
英国|钢铁|公司|	:yingguo|gangtie|gongsi|
英国|高中|	:yingguo|gaozhong|
英文|写作|	:yingwen|xiezuo|
英文|原版|	:yingwen|yuanban|
英文|名称|	:yingwen|mingcheng|
英文|歌词|	:yingwen|geci|
英文|缩写|	:yingwen|suoxie|
英文|网站|	:yingwen|wangzhan|
英文|舞曲|	:yingwen|wuqu|
英格兰|足球|	:yinggelan|zuqiu|
英格兰|银行|	:yinggelan|yinghang|
英格兰|银行|	:yinggelan|yinhang|
英派斯|集团|	:yingpaisi|jituan|
英特尔|公司|	:yingteer|gongsi|
英特尔|博物馆|	:yingteer|bowuguan|
英特|集团|	:yingte|jituan|
英语六级|考试|	:yingyuliuji|kaoshi|
英语|写作|	:yengyu|xiezuo|
英语|写作|	:yingyu|xiezuo|
英语|四级考试|	:yengyu|sijikaoshi|
英语|四级考试|	:yingyu|sijikaoshi|
英语培训|学校|	:yingyupeixun|xuexiao|
英语|学习软件|	:yengyu|xuexiruanjian|
英语|学习软件|	:yingyu|xuexiruanjian|
英语|学校|	:yengyu|xuexiao|
英语|学校|	:yingyu|xuexiao|
英语|教材|	:yengyu|jiaocai|
英语|教材|	:yingyu|jiaocai|
英语|教案|	:yengyu|jiaoan|
英语|教案|	:yingyu|jiaoan|
英语|教育|	:yengyu|jiaoyu|
英语|教育|	:yingyu|jiaoyu|
英语|等级|	:yengyu|dengji|
英语|等级|	:yingyu|dengji|
英语|等级|考试|	:yengyu|dengji|kaoshi|
英语|等级|考试|	:yingyu|dengji|kaoshi|
英语|考试|	:yengyu|kaoshi|
英语|考试|	:yingyu|kaoshi|
英语|论文|	:yengyu|lunwen|
英语|论文|	:yingyu|lunwen|
英语|课堂|	:yengyu|ketang|
英语|课堂|	:yingyu|ketang|
英语|课程|	:yengyu|kecheng|
英语|课程|	:yingyu|kecheng|
英豪|科教|	:yinghao|kejiao|
英雄|人物|	:yingxiong|renwu|
英雄|人物|	:yingxong|renwu|
苹果|电脑公司|	:pingg|diannaogongsi|
苹果|电脑公司|	:pinguo|diannaogongsi|
苹果|电脑公司|	:pingguo|diannaogongsi|
荆州|师范|学院|	:jingzhou|shifan|xueyuan|
荆门|博物馆|	:jingmen|bowuguan|
草莽|英雄|	:caomang|yingxiong|
草莽|英雄|	:caomang|yingxong|
荞麦|面|	:qiaomai|mian|
荣事达|集团|	:rongshida|jituan|
荧光|显微镜|	:yingguang|xianweijing|
药品|代理|	:yaopin|daili|
药品|价格|	:yaopin|jiage|
药品|信息|	:yaopin|xinxi|
药品|包装|	:yaopin|baozhuang|
药品|名称|	:yaopin|mingcheng|
药品|广告|	:yaopin|guanggao|
药品|批发|	:yaopin|pifa|
药品|招商|	:yaopin|zhaoshang|
药品|招标|	:yaopin|zhaobiao|
药品|生产|	:yaopin|shengchan|
药品|销售|	:yaopin|xiaoshou|
药品|降价|	:yaopin|jiangjia|
荷兰|东印度公司|	:helan|dongyindugongsi|
荷兰|中国|商会|	:helan|zhongguo|shanghui|
荷兰|银行|	:helan|yinghang|
荷兰|银行|	:helan|yinhang|
莫斯科|东方|大学|	:mosike|dongfang|daxue|
莫斯科|中山大学|	:mosike|zhongshandaxue|
莫斯科|大剧院|	:mosike|dajuyuan|
莫斯科|大学|	:mosike|daxue|
莫斯科|广播电台|	:mosike|guangbodiantai|
莫斯科|红场|	:mosike|hongchang|
莱芜|钢铁|集团|	:laiwu|gangtie|jituan|
莱钢|集团|	:laigang|jituan|
莲花味精|集团|	:lianhuaweijing|jituan|
莲花|软件|公司|	:lianhua|ruanjian|gongsi|
获奖|作品|	:huojiang|zuopin|
获奖|名单|	:huojiang|mingdan|
获得|奥斯卡|	:huode|aosika|
获得|成功|	:huode|chenggong|
菲亚特|汽车|集团|	:feiyate|qiche|jituan|
菲亚特|集团|	:feiyate|jituan|
菲利普斯|公司|	:feilipusi|gongsi|
菲利普斯|石油|公司|	:feilipusi|shiyou|gongsi|
菲律宾|中央银行|	:feilvbin|zhongyangyinhang|
菲律宾|共和国|	:feilvbin|gongheguo|
菲律宾|外交部|	:feilvbin|waijiaobu|
菲律宾|武装|部队|	:feilvbin|wuzhuang|budui|
菲律宾|比索|	:feilvbin|bisuo|
营养|不良|	:yingyang|buliang|
营养|元素|	:yingyang|yuansu|
营养|成分|	:yingyang|chengfen|
营口|海关|	:yingkou|haiguan|
营销|培训|	:yingxiao|peixun|
营销|战略|	:yingxiao|zhanlue|
营销|活动|	:yingxiao|huodong|
营销|理论|	:yingxiao|lilun|
营销|策略|	:yingxiao|celue|
营销|经理|	:yingxiao|jingli|
萧山|经济|技术|开发区|	:xiaoshan|jingji|jishu|kaifaqu|
萨达姆|国际|机场|	:sadamu|guoji|jichang|
落落|大方|	:luoluo|dafang|
著名|主持人|	:zhuming|zhuchiren|
著名|作家|	:zhuming|zuojia|
著名|品牌|	:zhuming|pinpai|
著名|商标|	:zhuming|shangbiao|
著名|导演|	:zhuming|daoyan|
著名|演员|	:zhuming|yanyuan|
著名|画家|	:zhuming|huajia|
著名|经济学家|	:zhuming|jingjixuejia|
葛洲坝|集团|公司|	:gezhouba|jituan|gongsi|
葡萄牙|共和国|	:putaoya|gongheguo|
蒙古|草原|	:menggu|caoyuan|
蒙古|高原|	:menggu|gaoyuan|
蒙山|国家|森林|公园|	:mengshan|guojia|senlin|gongyuan|
蒙特|克里斯蒂|	:mengte|kelisidi|
